label,n_days,total_pnl,ann_return,ann_vol,sharpe,max_dd,n_trades,hit_rate,avg_win,avg_loss,win_loss_ratio,avg_hold_days,max_win_streak,max_loss_streak,spread,lb_resid,entry_z,exit_z,max_hold,model
SI_fly_fv_fv_lb40_ez1.5_xz0.0_mh40,2129,394.22,46.66,82.122,0.568,-104.13,39,0.487,23.917,-7.282,3.28,28.1,8,7,SI_fly_fv,40,1.5,0.0,40,fair_value
SI_fly_fv_fv_lb40_ez1.5_xz0.5_mh5,2129,53.64,6.35,71.566,0.089,-161.14,212,0.108,14.447,-0.708,20.42,1.2,5,33,SI_fly_fv,40,1.5,0.5,5,fair_value
SI_fly_fv_fv_lb40_ez1.5_xz0.5_mh10,2129,139.7,16.54,72.934,0.227,-118.67,112,0.196,13.141,-2.392,5.49,4.2,7,27,SI_fly_fv,40,1.5,0.5,10,fair_value
SI_fly_fv_fv_lb40_ez1.5_xz0.5_mh20,2129,238.13,28.19,74.842,0.377,-108.09,64,0.328,16.51,-4.163,3.97,11.7,6,12,SI_fly_fv,40,1.5,0.5,20,fair_value
SI_fly_fv_fv_lb40_ez1.5_xz0.5_mh40,2129,280.4,33.19,75.004,0.443,-102.09,42,0.524,17.036,-8.838,1.93,24.9,8,7,SI_fly_fv,40,1.5,0.5,40,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.0_mh5,2129,-20.37,-2.41,67.068,-0.036,-170.23,169,0.107,10.713,-1.31,8.18,1.6,3,39,SI_fly_fv,40,2.0,0.0,5,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.0_mh10,2129,71.82,8.5,70.851,0.12,-121.25,89,0.191,10.517,-3.316,3.17,5.0,5,28,SI_fly_fv,40,2.0,0.0,10,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.0_mh20,2129,230.05,27.23,77.372,0.352,-104.46,50,0.26,25.29,-6.551,3.86,15.4,3,13,SI_fly_fv,40,2.0,0.0,20,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.0_mh40,2129,270.77,32.05,78.424,0.409,-108.24,33,0.485,22.945,-10.23,2.24,31.3,7,6,SI_fly_fv,40,2.0,0.0,40,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.5_mh5,2129,-25.36,-3.0,66.433,-0.045,-167.52,170,0.118,10.002,-1.339,7.47,1.6,4,39,SI_fly_fv,40,2.0,0.5,5,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.5_mh10,2129,62.08,7.35,70.182,0.105,-122.46,89,0.202,10.585,-3.83,2.76,5.1,5,28,SI_fly_fv,40,2.0,0.5,10,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.5_mh20,2129,152.74,18.08,72.037,0.251,-102.39,52,0.346,15.219,-7.861,1.94,14.9,5,12,SI_fly_fv,40,2.0,0.5,20,fair_value
SI_fly_fv_fv_lb40_ez2.0_xz0.5_mh40,2129,160.62,19.01,72.434,0.262,-108.89,36,0.528,14.853,-10.257,1.45,27.3,8,6,SI_fly_fv,40,2.0,0.5,40,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.0_mh5,2129,1.99,0.24,65.259,0.004,-149.66,117,0.179,8.562,-1.49,5.75,2.5,3,31,SI_fly_fv,40,2.5,0.0,5,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.0_mh10,2129,34.54,4.09,67.396,0.061,-116.47,64,0.266,9.209,-5.505,1.67,7.6,5,14,SI_fly_fv,40,2.5,0.0,10,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.0_mh20,2129,190.78,22.58,74.384,0.304,-108.67,42,0.452,20.72,-8.948,2.32,19.0,9,6,SI_fly_fv,40,2.5,0.0,20,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.0_mh40,2129,211.23,25.0,75.659,0.33,-104.51,30,0.5,21.638,-17.647,1.23,34.2,11,6,SI_fly_fv,40,2.5,0.0,40,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.5_mh5,2129,-14.62,-1.73,64.709,-0.027,-146.09,117,0.179,7.788,-1.49,5.23,2.4,3,31,SI_fly_fv,40,2.5,0.5,5,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.5_mh10,2129,16.65,1.97,66.688,0.03,-117.68,65,0.292,8.127,-5.519,1.47,7.5,5,14,SI_fly_fv,40,2.5,0.5,10,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.5_mh20,2129,91.33,10.81,68.829,0.157,-109.88,43,0.465,15.486,-9.074,1.71,18.1,9,6,SI_fly_fv,40,2.5,0.5,20,fair_value
SI_fly_fv_fv_lb40_ez2.5_xz0.5_mh40,2129,103.2,12.21,69.559,0.176,-105.72,31,0.516,14.296,-17.839,0.8,31.2,11,6,SI_fly_fv,40,2.5,0.5,40,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.0_mh5,2129,211.16,24.99,81.307,0.307,-185.23,228,0.101,13.395,-1.321,10.14,1.5,3,66,SI_fly_fv,60,1.0,0.0,5,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.0_mh10,2129,297.37,35.2,81.387,0.432,-131.98,118,0.203,11.923,-2.93,4.07,4.3,4,34,SI_fly_fv,60,1.0,0.0,10,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.0_mh20,2129,348.52,41.25,81.616,0.505,-120.85,71,0.239,23.858,-3.638,6.56,9.4,4,19,SI_fly_fv,60,1.0,0.0,20,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.0_mh40,2129,366.87,43.42,82.767,0.525,-105.92,44,0.409,23.107,-5.057,4.57,20.1,5,9,SI_fly_fv,60,1.0,0.0,40,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.5_mh5,2129,138.57,16.4,75.978,0.216,-181.12,229,0.135,11.745,-1.376,8.54,1.6,6,66,SI_fly_fv,60,1.0,0.5,5,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.5_mh10,2129,237.6,28.12,76.007,0.37,-130.28,121,0.264,11.097,-3.463,3.2,4.5,6,34,SI_fly_fv,60,1.0,0.5,10,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.5_mh20,2129,315.72,37.37,74.349,0.503,-117.11,77,0.364,14.585,-3.742,3.9,9.7,7,19,SI_fly_fv,60,1.0,0.5,20,fair_value
SI_fly_fv_fv_lb60_ez1.0_xz0.5_mh40,2129,305.7,36.18,76.169,0.475,-106.07,54,0.519,14.941,-9.188,1.63,18.9,9,9,SI_fly_fv,60,1.0,0.5,40,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.0_mh5,2129,226.05,26.76,70.801,0.378,-122.84,161,0.137,11.837,-1.347,8.79,1.8,3,49,SI_fly_fv,60,1.5,0.0,5,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.0_mh10,2129,236.75,28.02,71.246,0.393,-103.35,89,0.213,10.35,-2.399,4.32,5.1,4,36,SI_fly_fv,60,1.5,0.0,10,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.0_mh20,2129,310.53,36.76,71.705,0.513,-83.84,53,0.396,16.178,-5.0,3.24,14.5,5,11,SI_fly_fv,60,1.5,0.0,20,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.0_mh40,2129,352.31,41.7,73.5,0.567,-85.93,37,0.514,19.183,-7.836,2.45,30.3,7,7,SI_fly_fv,60,1.5,0.0,40,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.5_mh5,2129,128.94,15.26,65.357,0.234,-122.77,161,0.143,10.847,-1.357,7.99,1.8,3,49,SI_fly_fv,60,1.5,0.5,5,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.5_mh10,2129,158.85,18.8,65.751,0.286,-104.49,89,0.236,9.88,-2.994,3.3,5.2,5,36,SI_fly_fv,60,1.5,0.5,10,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.5_mh20,2129,233.16,27.6,66.159,0.417,-83.84,54,0.444,11.982,-6.325,1.89,14.0,7,11,SI_fly_fv,60,1.5,0.5,20,fair_value
SI_fly_fv_fv_lb60_ez1.5_xz0.5_mh40,2129,260.17,30.8,66.513,0.463,-90.09,40,0.575,12.94,-10.375,1.25,27.8,7,7,SI_fly_fv,60,1.5,0.5,40,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.0_mh5,2129,46.71,5.53,50.751,0.109,-118.75,122,0.156,8.853,-1.538,5.76,2.3,6,42,SI_fly_fv,60,2.0,0.0,5,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.0_mh10,2129,78.12,9.25,53.325,0.173,-94.66,71,0.338,6.574,-3.622,1.82,6.9,7,18,SI_fly_fv,60,2.0,0.0,10,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.0_mh20,2129,272.84,32.3,64.199,0.503,-74.61,44,0.386,16.414,-4.377,3.75,15.6,6,11,SI_fly_fv,60,2.0,0.0,20,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.0_mh40,2129,303.35,35.91,64.871,0.554,-71.76,31,0.484,19.607,-9.459,2.07,36.2,6,6,SI_fly_fv,60,2.0,0.0,40,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.5_mh5,2129,36.78,4.35,50.35,0.086,-118.69,122,0.156,8.533,-1.538,5.55,2.2,6,42,SI_fly_fv,60,2.0,0.5,5,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.5_mh10,2129,85.35,10.1,52.514,0.192,-95.8,72,0.347,6.912,-3.622,1.91,6.5,8,18,SI_fly_fv,60,2.0,0.5,10,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.5_mh20,2129,217.61,25.76,57.924,0.445,-75.76,44,0.432,11.784,-5.846,2.02,15.1,7,11,SI_fly_fv,60,2.0,0.5,20,fair_value
SI_fly_fv_fv_lb60_ez2.0_xz0.5_mh40,2129,212.4,25.14,58.031,0.433,-75.93,32,0.531,12.481,-11.883,1.05,33.2,6,6,SI_fly_fv,60,2.0,0.5,40,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.0_mh5,2129,159.98,18.94,42.571,0.445,-65.35,71,0.197,14.46,-0.862,16.78,3.0,4,20,SI_fly_fv,60,2.5,0.0,5,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.0_mh10,2129,177.06,20.96,47.623,0.44,-61.26,42,0.452,12.849,-2.359,5.45,8.6,9,8,SI_fly_fv,60,2.5,0.0,10,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.0_mh20,2129,357.35,42.3,57.819,0.732,-51.87,31,0.516,22.739,-1.475,15.41,18.3,7,5,SI_fly_fv,60,2.5,0.0,20,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.0_mh40,2129,390.32,46.2,59.422,0.777,-50.87,25,0.64,23.524,-6.824,3.45,37.0,11,2,SI_fly_fv,60,2.5,0.0,40,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.5_mh5,2129,157.71,18.67,42.114,0.443,-65.35,71,0.197,14.299,-0.862,16.59,2.9,4,20,SI_fly_fv,60,2.5,0.5,5,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.5_mh10,2129,170.5,20.18,47.131,0.428,-61.26,42,0.452,12.503,-2.359,5.3,8.1,9,8,SI_fly_fv,60,2.5,0.5,10,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.5_mh20,2129,276.08,32.68,50.942,0.641,-51.87,31,0.548,17.237,-1.772,9.73,17.2,7,5,SI_fly_fv,60,2.5,0.5,20,fair_value
SI_fly_fv_fv_lb60_ez2.5_xz0.5_mh40,2129,280.18,33.16,52.052,0.637,-50.87,25,0.64,17.326,-7.145,2.43,33.4,11,2,SI_fly_fv,60,2.5,0.5,40,fair_value
