feature_type,metal,bucket,feature_col,signal_col,entry_z,exit_z,max_hold,cost_bp,is_sharpe,is_maxdd,is_hitrate,is_num_trades,is_carry_frac,oos_sharpe,oos_maxdd,oos_hitrate,oos_num_trades,dd_ratio,validated
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,63,0.08,-0.6516536815273936,-31.16197416641507,0.4074074074074074,27,0.5555550678480857,1.6199128783489545,-5.007453505969776,0.6666666666666666,15,0.16069115131244083,True
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,63,0.12,-0.7174321949251977,-32.04197416641507,0.4074074074074074,27,0.5047993192617796,1.5271151872177529,-5.087453505969777,0.6,15,0.15877465850098002,True
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,126,0.08,-0.5405819907879247,-24.674483972374478,0.4166666666666667,24,0.7008008818527488,0.8713380018242007,-13.236052026388206,0.6153846153846154,13,0.5364267006032334,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,126,0.12,-0.6003375520273618,-25.39448397237448,0.4166666666666667,24,0.6312354772902833,0.7945162107986822,-13.316052026388206,0.5384615384615384,13,0.524367891896293,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,252,0.08,-0.6910988087808939,-31.870774734715063,0.43478260869565216,23,0.6073215633819338,0.06516549450460779,-24.57141342673928,0.6153846153846154,13,0.7709700699548733,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.5,252,0.12,-0.7433665282154597,-32.51077473471505,0.43478260869565216,23,0.5648156372495413,-0.0003184699079902403,-24.571413426739277,0.5384615384615384,13,0.7557929218002267,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,20,0.08,-0.5796024699797866,-27.008110586162978,0.358974358974359,39,0.4718486319047676,1.6602433534564403,-3.958858331923173,0.7272727272727273,22,0.14658035108725484,True
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,20,0.12,-0.6726235204739174,-28.368110586162977,0.358974358974359,39,0.4064397685009674,1.4948769212947965,-4.038858331923174,0.6818181818181818,22,0.14237318765576143,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,63,0.08,-0.7121803833725349,-31.269738612882964,0.4074074074074074,27,0.5053664175311448,1.4916755402053135,-5.007453505969776,0.6666666666666666,15,0.16013736372924883,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,63,0.12,-0.7784880026486096,-32.14973861288296,0.4074074074074074,27,0.46242617926075485,1.397487575000309,-5.087453505969777,0.6,15,0.15824245314178528,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,126,0.08,-0.5939479919742091,-24.78224841884237,0.4166666666666667,24,0.6355138456312847,0.769331081830329,-13.236052026388206,0.6153846153846154,13,0.534094074221474,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,126,0.12,-0.6540687481897726,-25.50224841884237,0.4166666666666667,24,0.5772196381207677,0.6919566199215575,-13.316052026388206,0.5384615384615384,13,0.5221520788162985,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,252,0.08,-0.7401888571492455,-31.97853918118294,0.43478260869565216,23,0.5653958746450527,-0.02447012582849361,-24.57141342673928,0.6153846153846154,13,0.7683719787049492,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,1.5,0.75,252,0.12,-0.792710983193801,-32.61853918118294,0.43478260869565216,23,0.5280784883846777,-0.09016526868985615,-24.571413426739277,0.5384615384615384,13,0.7532959489772029,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,2.0,0.3,20,0.08,-0.6787356884320382,-27.31525251540633,0.3225806451612903,31,0.32228255758831403,1.0773924523136293,-2.67428623231817,0.5833333333333334,12,0.09790450338358839,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,2.0,0.3,20,0.12,-0.7563273311039465,-28.52794433890419,0.3225806451612903,31,0.2888919655357757,0.9430186289411028,-2.8342862323181697,0.5,12,0.09935122554389558,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,2.0,0.3,63,0.08,-0.7125297669663349,-28.250605435679006,0.30434782608695654,23,0.40403525658769285,1.209091414924912,-2.67428623231817,0.5,10,0.09466297061870006,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,2.0,0.3,63,0.12,-0.7701334860282147,-29.010605435679004,0.30434782608695654,23,0.37359269222356295,1.0972648197884787,-2.8342862323181697,0.4,10,0.09769827929314404,False
gc_cal,gc_cal,2m,gc_comex_carry_2m,z_gc_comex_carry_2m,2.0,0.3,126,0.08,-0.5608639015785833,-25.44284809602737,0.38095238095238093,21,0.6064015590618456,1.3793831513358479,-2.67428623231817,0.4444444444444444,9,0.10510954678598783,False
