,Date,Open,High,Low,Close,Volume,Ticker
26/11/1900,05/08/2025,3483.3,3487.7,3453.8,3485.7,1020,GCA Comdty
27/11/1900,06/08/2025,3484.5,3488.2,3463.2,3484.3,1542,GCA Comdty
28/11/1900,07/08/2025,3484.1,3518.1,3484.1,3503.3,5809,GCA Comdty
29/11/1900,08/08/2025,3559.3,3560,3504,3539.3,9283,GCA Comdty
30/11/1900,09/08/2025,3559.3,3560,3504,3539.3,9283,GCA Comdty
01/12/1900,10/08/2025,3559.3,3560,3504,3539.3,9283,GCA Comdty
02/12/1900,11/08/2025,3516,3516.1,3453.3,3457.5,2802,GCA Comdty
03/12/1900,12/08/2025,3458.5,3458.5,3433.8,3451.5,3431,GCA Comdty
04/12/1900,13/08/2025,3454.4,3469.6,3447.5,3460.8,2275,GCA Comdty
05/12/1900,14/08/2025,3470.6,3470.6,3428,3435.2,1329,GCA Comdty
06/12/1900,15/08/2025,3433.9,3442.6,3432.1,3434,1255,GCA Comdty
07/12/1900,16/08/2025,3433.9,3442.6,3432.1,3434,1255,GCA Comdty
08/12/1900,17/08/2025,3433.9,3442.6,3432.1,3434,1255,GCA Comdty
09/12/1900,18/08/2025,3429.3,3450.4,3420,3429.4,785,GCA Comdty
10/12/1900,19/08/2025,3433.8,3439.6,3409.1,3409.3,864,GCA Comdty
11/12/1900,20/08/2025,3409.5,3442.9,3404,3439.5,1000,GCA Comdty
12/12/1900,21/08/2025,3435.6,3441.2,3421.3,3433,891,GCA Comdty
13/12/1900,22/08/2025,3429.7,3473.1,3415.2,3469.6,938,GCA Comdty
14/12/1900,23/08/2025,3429.7,3473.1,3415.2,3469.6,938,GCA Comdty
15/12/1900,24/08/2025,3429.7,3473.1,3415.2,3469.6,938,GCA Comdty
16/12/1900,25/08/2025,3467,3472.6,3457.2,3469,411,GCA Comdty
17/12/1900,26/08/2025,3455.6,3491,3450,3485.2,805,GCA Comdty
18/12/1900,27/08/2025,3494,3504,3476.7,3501.9,2305,GCA Comdty
19/12/1900,28/08/2025,3502.5,3530.5,3497.5,3526.8,1473,GCA Comdty
20/12/1900,29/08/2025,3527.8,3573,3518.6,3569.6,1005,GCA Comdty
21/12/1900,30/08/2025,3527.8,3573,3518.6,3569.6,1005,GCA Comdty
22/12/1900,31/08/2025,3527.8,3573,3518.6,3569.6,1005,GCA Comdty
23/12/1900,01/09/2025,3527.8,3573,3518.6,3569.6,1005,GCA Comdty
24/12/1900,02/09/2025,3563.6,3653.2,3560.7,3646.1,1819,GCA Comdty
25/12/1900,03/09/2025,3651,3694.2,3651,3689.9,2293,GCA Comdty
26/12/1900,04/09/2025,3672,3672,3631.3,3661.3,1479,GCA Comdty
27/12/1900,05/09/2025,3664,3709.3,3661.7,3707.5,1269,GCA Comdty
28/12/1900,06/09/2025,3664,3709.3,3661.7,3707.5,1269,GCA Comdty
29/12/1900,07/09/2025,3664,3709.3,3661.7,3707.5,1269,GCA Comdty
30/12/1900,08/09/2025,3687.3,3738.1,3678.4,3731.2,2676,GCA Comdty
31/12/1900,09/09/2025,3726,3765.4,3718.8,3735.9,3203,GCA Comdty
01/01/1901,10/09/2025,3716.8,3748.8,3710.4,3735.8,2254,GCA Comdty
02/01/1901,11/09/2025,3735.8,3740,3705.5,3726.8,2209,GCA Comdty
03/01/1901,12/09/2025,3726.4,3746.7,3723.6,3740.3,1375,GCA Comdty
04/01/1901,13/09/2025,3726.4,3746.7,3723.6,3740.3,1375,GCA Comdty
05/01/1901,14/09/2025,3726.4,3746.7,3723.6,3740.3,1375,GCA Comdty
06/01/1901,15/09/2025,3736.1,3777.8,3717.1,3773.1,2100,GCA Comdty
07/01/1901,16/09/2025,3770.1,3793.7,3768.4,3779.5,1645,GCA Comdty
08/01/1901,17/09/2025,3786.6,3795.9,3735,3772.5,1697,GCA Comdty
09/01/1901,18/09/2025,3750.5,3760.6,3720.9,3732.6,1200,GCA Comdty
10/01/1901,19/09/2025,3730.7,3773.2,3722.7,3760.5,1088,GCA Comdty
11/01/1901,20/09/2025,3730.7,3773.2,3722.7,3760.5,1088,GCA Comdty
12/01/1901,21/09/2025,3730.7,3773.2,3722.7,3760.5,1088,GCA Comdty
13/01/1901,22/09/2025,3776,3838,3776,3830.5,2242,GCA Comdty
14/01/1901,23/09/2025,3833.5,3878,3830,3872.3,2010,GCA Comdty
15/01/1901,24/09/2025,3853,3867.5,3807.9,3824.7,989,GCA Comdty
16/01/1901,25/09/2025,3825.4,3847.7,3810,3828.8,1845,GCA Comdty
17/01/1901,26/09/2025,3839.9,3870.7,3823,3866.9,1464,GCA Comdty
18/01/1901,27/09/2025,3839.9,3870.7,3823,3866.9,1464,GCA Comdty
19/01/1901,28/09/2025,3839.9,3870.7,3823,3866.9,1464,GCA Comdty
20/01/1901,29/09/2025,3847,3920.5,3847,3914.6,2316,GCA Comdty
21/01/1901,30/09/2025,3917.1,3958.4,3880.5,3932.1,5544,GCA Comdty
22/01/1901,01/10/2025,3945.8,3982.3,3941.9,3956.9,4412,GCA Comdty
23/01/1901,02/10/2025,3952,3981,3903,3926.5,2853,GCA Comdty
24/01/1901,03/10/2025,3940.4,3973.9,3922,3967.6,2570,GCA Comdty
25/01/1901,04/10/2025,3940.4,3973.9,3922,3967.6,2570,GCA Comdty
26/01/1901,05/10/2025,3940.4,3973.9,3922,3967.6,2570,GCA Comdty
27/01/1901,06/10/2025,3970,4053.2,3970,4037.1,2790,GCA Comdty
28/01/1901,07/10/2025,4046.2,4075.5,4028.2,4066.6,9402,GCA Comdty
29/01/1901,08/10/2025,4075,4143.6,4069.8,4133.7,7781,GCA Comdty
30/01/1901,09/10/2025,4118,4140,4024.8,4034,11916,GCA Comdty
31/01/1901,10/10/2025,4057.5,4099.8,4023,4062,8076,GCA Comdty
01/02/1901,11/10/2025,4057.5,4099.8,4023,4062,8076,GCA Comdty
02/02/1901,12/10/2025,4057.5,4099.8,4023,4062,8076,GCA Comdty
03/02/1901,13/10/2025,4081.7,4198.9,4081.7,4196.4,7647,GCA Comdty
04/02/1901,14/10/2025,4196.4,4253.9,4169.8,4226.6,4315,GCA Comdty
05/02/1901,15/10/2025,4241,4297.7,4232.1,4265.5,3035,GCA Comdty
06/02/1901,16/10/2025,4290.4,4410,4280.5,4369.7,5154,GCA Comdty
07/02/1901,17/10/2025,4420.1,4455,4261.4,4276.8,6551,GCA Comdty
08/02/1901,18/10/2025,4420.1,4455,4261.4,4276.8,6551,GCA Comdty
09/02/1901,19/10/2025,4420.1,4455,4261.4,4276.8,6551,GCA Comdty
10/02/1901,20/10/2025,4331.3,4460,4298.5,4425.4,4943,GCA Comdty
11/02/1901,21/10/2025,4436.7,4457,4156.1,4171.4,6571,GCA Comdty
12/02/1901,22/10/2025,4203,4232.5,4090.1,4128,6498,GCA Comdty
13/02/1901,23/10/2025,4174.9,4234.9,4155.9,4209.1,2609,GCA Comdty
14/02/1901,24/10/2025,4197,4220.7,4124.9,4201.3,2345,GCA Comdty
15/02/1901,25/10/2025,4197,4220.7,4124.9,4201.3,2345,GCA Comdty
16/02/1901,26/10/2025,4197,4220.7,4124.9,4201.3,2345,GCA Comdty
17/02/1901,27/10/2025,4159.7,4180,4049,4081.3,4760,GCA Comdty
18/02/1901,28/10/2025,4063.4,4093,3965.2,4043.7,5629,GCA Comdty
19/02/1901,29/10/2025,4007.9,4103.1,4007.9,4062.6,2704,GCA Comdty
20/02/1901,30/10/2025,4000,4103.3,3993.2,4079,3590,GCA Comdty
21/02/1901,31/10/2025,4103,4112.6,4045.6,4059,3735,GCA Comdty
22/02/1901,01/11/2025,4103,4112.6,4045.6,4059,3735,GCA Comdty
23/02/1901,02/11/2025,4103,4112.6,4045.6,4059,3735,GCA Comdty
24/02/1901,03/11/2025,4071,4104.7,4035.7,4077.2,2703,GCA Comdty
25/02/1901,04/11/2025,4069.4,4073.9,4000,4022.5,4437,GCA Comdty
26/02/1901,05/11/2025,4008,4061.4,4003,4055.7,5155,GCA Comdty
27/02/1901,06/11/2025,4041.6,4091,4036.9,4053.6,4123,GCA Comdty
28/02/1901,07/11/2025,4070,4097,4055.5,4072.8,5133,GCA Comdty
01/03/1901,08/11/2025,4070,4097,4055.5,4072.8,5133,GCA Comdty
02/03/1901,09/11/2025,4070,4097,4055.5,4072.8,5133,GCA Comdty
03/03/1901,10/11/2025,4080,4187.7,4080,4186.5,4907,GCA Comdty
04/03/1901,11/11/2025,4187.7,4218.3,4167.9,4180.9,8358,GCA Comdty
05/03/1901,12/11/2025,4205.2,4281,4173.8,4279.2,9430,GCA Comdty
06/03/1901,13/11/2025,4267.8,4313.8,4219,4261.7,10919,GCA Comdty
07/03/1901,14/11/2025,4248.9,4280.8,4100,4159,11256,GCA Comdty
08/03/1901,15/11/2025,4248.9,4280.8,4100,4159,11256,GCA Comdty
09/03/1901,16/11/2025,4248.9,4280.8,4100,4159,11256,GCA Comdty
10/03/1901,17/11/2025,4146.4,4170,4072.2,4139.5,4721,GCA Comdty
11/03/1901,18/11/2025,4120,4147.2,4066.2,4131.2,6699,GCA Comdty
12/03/1901,19/11/2025,4133.5,4199,4121.2,4148.3,6881,GCA Comdty
13/03/1901,20/11/2025,4144.3,4172,4095,4125.3,9458,GCA Comdty
14/03/1901,21/11/2025,4139.4,4165,4084,4144.9,10745,GCA Comdty
15/03/1901,22/11/2025,4139.4,4165,4084,4144.9,10745,GCA Comdty
16/03/1901,23/11/2025,4139.4,4165,4084,4144.9,10745,GCA Comdty
17/03/1901,24/11/2025,4132.7,4201.2,4102.6,4159.6,11590,GCA Comdty
18/03/1901,25/11/2025,4197.5,4221.8,4173.2,4206.5,9626,GCA Comdty
19/03/1901,26/11/2025,4195.9,4238,4194.9,4231.8,6079,GCA Comdty
20/03/1901,27/11/2025,4195.9,4238,4194.9,4231.8,6079,GCA Comdty
21/03/1901,28/11/2025,4228.2,4291.4,4204.2,4284.8,4258,GCA Comdty
22/03/1901,29/11/2025,4228.2,4291.4,4204.2,4284.8,4258,GCA Comdty
23/03/1901,30/11/2025,4228.2,4291.4,4204.2,4284.8,4258,GCA Comdty
24/03/1901,01/12/2025,4289.4,4330,4271.4,4305.7,10300,GCA Comdty
25/03/1901,02/12/2025,4294.2,4296.7,4225,4251.5,9358,GCA Comdty
26/03/1901,03/12/2025,4269.6,4303.5,4257.2,4263.2,6866,GCA Comdty
27/03/1901,04/12/2025,4265.6,4281.2,4234.4,4273.4,8516,GCA Comdty
28/03/1901,05/12/2025,4269,4320.9,4253.7,4273.8,12364,GCA Comdty
29/03/1901,06/12/2025,4269,4320.9,4253.7,4273.8,12364,GCA Comdty
30/03/1901,07/12/2025,4269,4320.9,4253.7,4273.8,12364,GCA Comdty
31/03/1901,08/12/2025,4260.7,4277.7,4235,4248.6,7590,GCA Comdty
01/04/1901,09/12/2025,4249.8,4282.2,4229.1,4267.4,10416,GCA Comdty
02/04/1901,10/12/2025,4267.1,4298.5,4239.1,4255.6,12327,GCA Comdty
03/04/1901,11/12/2025,4291.4,4348.2,4262.4,4344.4,14726,GCA Comdty
04/04/1901,12/12/2025,4337.9,4419,4317.4,4360,10795,GCA Comdty
05/04/1901,13/12/2025,4337.9,4419,4317.4,4360,10795,GCA Comdty
06/04/1901,14/12/2025,4337.9,4419,4317.4,4360,10795,GCA Comdty
07/04/1901,15/12/2025,4360.7,4415,4348.8,4367,6920,GCA Comdty
08/04/1901,16/12/2025,4367,4399,4329.7,4363.9,8696,GCA Comdty
09/04/1901,17/12/2025,4366.8,4414.4,4366.1,4405.5,8025,GCA Comdty
10/04/1901,18/12/2025,4400.5,4440.4,4369.6,4395.9,13388,GCA Comdty
11/04/1901,19/12/2025,4397.6,4419.9,4368.3,4418.8,7448,GCA Comdty
12/04/1901,20/12/2025,4397.6,4419.9,4368.3,4418.8,7448,GCA Comdty
13/04/1901,21/12/2025,4397.6,4419.9,4368.3,4418.8,7448,GCA Comdty
14/04/1901,22/12/2025,4401.4,4516.4,4400.2,4501.6,12902,GCA Comdty
15/04/1901,23/12/2025,4512.4,4563.2,4489.7,4538.1,12891,GCA Comdty
16/04/1901,24/12/2025,4550,4587,4506.9,4535.1,7368,GCA Comdty
17/04/1901,25/12/2025,4550,4587,4506.9,4535.1,7368,GCA Comdty
18/04/1901,26/12/2025,4548.6,4616.5,4548.6,4585.7,11269,GCA Comdty
19/04/1901,27/12/2025,4548.6,4616.5,4548.6,4585.7,11269,GCA Comdty
20/04/1901,28/12/2025,4548.6,4616.5,4548.6,4585.7,11269,GCA Comdty
21/04/1901,29/12/2025,4601.9,4609.8,4348.6,4375.7,15595,GCA Comdty
22/04/1901,30/12/2025,4382.1,4452,4372.3,4418.9,15274,GCA Comdty
23/04/1901,31/12/2025,4388.4,4416.3,4317.6,4373.9,10845,GCA Comdty
24/04/1901,01/01/2026,4388.4,4416.3,4317.6,4373.9,10845,GCA Comdty
25/04/1901,02/01/2026,4377.4,4446.7,4352.3,4361.9,11301,GCA Comdty
26/04/1901,03/01/2026,4377.4,4446.7,4352.3,4361.9,11301,GCA Comdty
27/04/1901,04/01/2026,4377.4,4446.7,4352.3,4361.9,11301,GCA Comdty
28/04/1901,05/01/2026,4395.9,4500,4387.8,4484.1,21492,GCA Comdty
29/04/1901,06/01/2026,4493.2,4541,4471.9,4529.1,19813,GCA Comdty
30/04/1901,07/01/2026,4540.7,4545,4465.8,4495.3,21405,GCA Comdty
01/05/1901,08/01/2026,4503.7,4521.5,4447.8,4493.9,53184,GCA Comdty
02/05/1901,09/01/2026,4519.8,4560.2,4496.6,4534.7,49206,GCA Comdty
03/05/1901,10/01/2026,4519.8,4560.2,4496.6,4534.7,49206,GCA Comdty
04/05/1901,11/01/2026,4519.8,4560.2,4496.6,4534.7,49206,GCA Comdty
05/05/1901,12/01/2026,4561.7,4674.6,4558.7,4649.2,60410,GCA Comdty
06/05/1901,13/01/2026,4639,4678,4611,4633.5,62716,GCA Comdty
07/05/1901,14/01/2026,4632.3,4685,4632,4670.1,65490,GCA Comdty
08/05/1901,15/01/2026,4670.7,4671.4,4618,4657.7,25684,GCA Comdty
09/05/1901,16/01/2026,4657.7,4658.8,4573.3,4629.4,28612,GCA Comdty
10/05/1901,17/01/2026,4657.7,4658.8,4573.3,4629.4,28612,GCA Comdty
11/05/1901,18/01/2026,4657.7,4658.8,4573.3,4629.4,28612,GCA Comdty
12/05/1901,19/01/2026,4657.7,4658.8,4573.3,4629.4,28612,GCA Comdty
13/05/1901,20/01/2026,4661,4806,4659.5,4800.8,56621,GCA Comdty
14/05/1901,21/01/2026,4804.9,4925.1,4793.3,4873.1,77330,GCA Comdty
15/05/1901,22/01/2026,4871,4980.1,4807.9,4949.4,68875,GCA Comdty
16/05/1901,23/01/2026,4977.8,5028.3,4937.7,5017,83397,GCA Comdty
17/05/1901,24/01/2026,4977.8,5028.3,4937.7,5017,83397,GCA Comdty
18/05/1901,25/01/2026,4977.8,5028.3,4937.7,5017,83397,GCA Comdty
19/05/1901,26/01/2026,5042.799805,5145.200195,5039.5,5121.399902,137498,GCA Comdty
