Date,Spot Date,Spot,First Delivery Date,Days to FDD,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract Discount/Premium EFP over Swaps,$4 - 50% of Uncovered Position Outside Nearby,$6 - 75% of Uncovered Position Outside Nearby,$8 - 100% of Uncovered Position Outside Nearby,,Date,Spot Date,Spot,First Notice Day,Days to FND,Swap Rate,Swap Implied EFP,Traded EFP,Nearby Contract/Premium EFP over Swaps,"15c - Call to Assess Market Dynamics, Possible Sourcing Requirements, and Available Liquidity/Stock","20c for 5 Consecutive Business Days - 75% Cover, 50% Utilisation from 1st Active Contract","25c for 5 Consecutive Business Days - 100% Cover, 50% Utilisation from 1st and 2nd Active Contract",Implied in Cents,EFP in cents,Discount/Prem in Cents,,,Gold COMEX Stocks (oz),Gold Active Contract,Gold Aggregate OI,Gold Aggregate OI (oz),"Stock/
Agg OI ",,Silver COMEX Stocks ('000 oz),Silver Active Contract,Silver OI Contract,Stocks/Agg OI,Silver COMEX Stocks,Silver OI ('000 oz),Silver OI (oz)
14/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,8,#NAME?,4,6,8,,14/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.37,#NAME?,15,20,25,#NAME?,37.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
15/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,7.5,#NAME?,4,6,8,,15/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.32,#NAME?,15,20,25,#NAME?,32.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
16/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,7,#NAME?,4,6,8,,16/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.32,#NAME?,15,20,25,#NAME?,32.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
17/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.60%,#NAME?,5.5,#NAME?,4,6,8,,17/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.225,#NAME?,15,20,25,#NAME?,22.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
18/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.70%,#NAME?,6.5,#NAME?,4,6,8,,18/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.3,#NAME?,15,20,25,#NAME?,30.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
21/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.70%,#NAME?,14.5,#NAME?,4,6,8,,21/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.4,#NAME?,15,20,25,#NAME?,40.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
22/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.70%,#NAME?,13.75,#NAME?,4,6,8,,22/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.25%,#NAME?,0.35,#NAME?,15,20,25,#NAME?,35.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
23/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.75%,#NAME?,10.5,#NAME?,4,6,8,,23/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.25%,#NAME?,0.345,#NAME?,15,20,25,#NAME?,34.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
24/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.75%,#NAME?,4,#NAME?,4,6,8,,24/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.75%,#NAME?,0.215,#NAME?,15,20,25,#NAME?,21.50,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
25/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.80%,#NAME?,0.5,#NAME?,4,6,8,,25/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.75%,#NAME?,0.2,#NAME?,15,20,25,#NAME?,20.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
28/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.80%,#NAME?,0,#NAME?,4,6,8,,28/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.25%,#NAME?,0.2,#NAME?,15,20,25,#NAME?,20.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
29/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.80%,#NAME?,-1,#NAME?,4,6,8,,29/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.25%,#NAME?,0.16,#NAME?,15,20,25,#NAME?,16.00,#NAME?,,,#NAME?,GCQ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
30/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.51%,#NAME?,54,#NAME?,4,6,8,,30/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.08,#NAME?,15,20,25,#NAME?,8.00,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
31/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.50%,#NAME?,52.5,#NAME?,4,6,8,,31/7/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.03,#NAME?,15,20,25,#NAME?,3.00,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
1/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,53,#NAME?,4,6,8,,1/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.05,#NAME?,15,20,25,#NAME?,5.00,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
4/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.38%,#NAME?,53.5,#NAME?,4,6,8,,4/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.045,#NAME?,15,20,25,#NAME?,4.50,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
5/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.37%,#NAME?,54,#NAME?,4,6,8,,5/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.00%,#NAME?,0.04,#NAME?,15,20,25,#NAME?,4.00,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
6/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.34%,#NAME?,55,#NAME?,4,6,8,,6/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0.05,#NAME?,15,20,25,#NAME?,5.00,#NAME?,,,#NAME?,GCZ5 Comdty,#NAME?,#NAME?,#NAME?,,#NAME?,SIN5 Comdty,#NAME?,#NAME?,#NAME?,#NAME?,
7/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,63,#NAME?,4,6,8,,7/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.2,#NAME?,15,20,25,#NAME?,20.00,#NAME?,,,#NAME?,,,,,,,,,,,,
8/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,63,#NAME?,4,6,8,,8/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.27,#NAME?,15,20,25,#NAME?,27.00,#NAME?,,,,,,,,,,,,,,,
11/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,58,#NAME?,4,6,8,,11/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,0.08,#NAME?,15,20,25,#NAME?,8.00,#NAME?,,,,,,,,,,,,,,,
12/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.33%,#NAME?,49,#NAME?,4,6,8,,12/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,0.02,#NAME?,15,20,25,#NAME?,2.00,#NAME?,,,,,,,,,,,,,,,
13/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.37%,#NAME?,51,#NAME?,4,6,8,,13/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.75%,#NAME?,0.06,#NAME?,15,20,25,#NAME?,6.00,#NAME?,,,,,,,,,,,,,,,
14/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,48,#NAME?,4,6,8,,14/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.60%,#NAME?,0.03,#NAME?,15,20,25,#NAME?,3.00,#NAME?,,,,,,,,,,,,,,,
15/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,48,#NAME?,4,6,8,,15/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
18/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.35%,#NAME?,46,#NAME?,4,6,8,,18/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0.025,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
19/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.32%,#NAME?,44,#NAME?,4,6,8,,19/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,2.25%,#NAME?,0.015,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
20/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,4,6,8,,20/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
21/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,4,6,8,,21/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
22/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.42%,#NAME?,46.5,#NAME?,4,6,8,,22/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.80%,#NAME?,0.52,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
25/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.40%,#NAME?,48,#NAME?,4,6,8,,25/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
26/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.38%,#NAME?,46,#NAME?,4,6,8,,26/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
27/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,4,6,8,,27/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
28/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,58,#NAME?,4,6,8,,28/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,,#NAME?,,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
29/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.36%,#NAME?,65,#NAME?,4,6,8,,29/8/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.75%,#NAME?,0.7,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
1/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.32%,#NAME?,72,#NAME?,4,6,8,,1/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.50%,#NAME?,0.87,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
2/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.32%,#NAME?,62,#NAME?,4,6,8,,2/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,-0.25%,#NAME?,0.82,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
3/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,66,#NAME?,4,6,8,,3/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.78,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
4/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.30%,#NAME?,59,#NAME?,4,6,8,,4/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,-1.00%,#NAME?,0.69,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
5/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.23%,#NAME?,56,#NAME?,4,6,8,,5/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.65,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
8/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.23%,#NAME?,56,#NAME?,4,6,8,,8/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.65,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
9/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,40,#NAME?,4,6,8,,9/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,0.00%,#NAME?,0.64,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
10/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.27%,#NAME?,39,#NAME?,4,6,8,,10/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.46,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
11/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.24%,#NAME?,38,#NAME?,4,6,8,,11/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.5,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
12/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.23%,#NAME?,38,#NAME?,4,6,8,,12/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.50%,#NAME?,0.52,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
15/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.22%,#NAME?,38,#NAME?,4,6,8,,15/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.30%,#NAME?,0.48,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
16/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.21%,#NAME?,36,#NAME?,4,6,8,,16/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.15%,#NAME?,0.33,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
17/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.25%,#NAME?,35,#NAME?,4,6,8,,17/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.3,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
18/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,4.21%,#NAME?,32,#NAME?,4,6,8,,18/9/2025,#NAME?,#NAME?,#NAME?,#NAME?,1.00%,#NAME?,0.25,#NAME?,15,20,25,,,,,,,,,,,,,,,,,,
,,,,,,,,,4,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I ,,
